feature,importance
ALLERGY,0.7533407978630849
FATIGUE,0.6588126245980161
ALCOHOL_CONSUMING,0.6506303424401977
PEER_PRESSURE,0.5756336549352612
SWALLOWING_DIFFICULTY,0.5495610774755219
CHRONIC_DISEASE,0.5492674067744695
YELLOW_FINGERS,0.4448491568343909
COUGHING,0.40817222771153366
ANXIETY,0.3943852258911587
WHEEZING,0.31761972440417136
CHEST_PAIN,0.2222365145326992
SMOKING,0.21212636134447543
SHORTNESS_OF_BREATH,0.18345566304729874
AGE,0.08853366402798953
GENDER,0.07710552701865407
