feature,importance
age,1.461004919243648
avg_glucose_level,0.14121603580272213
hypertension,0.11265760864003371
Residence_type,0.07224826573422247
work_type,0.06257958080236432
ever_married,0.03778232923609853
heart_disease,0.03282105033945748
bmi,0.02062051199390588
smoking_status,0.00812288741441599
