feature,importance
sex,0.60192240866584
cp,0.4259940527147066
oldpeak,0.38782708668697585
exang,0.32236517006081256
thalach,0.2937150688155461
restecg,0.1763109013690249
slope,0.17069044083182427
trestbps,0.1437425710224269
age,0.12577707435154312
chol,0.10981172001670099
fbs,0.02459525365968117
